Skill 1	Skill 2	Weight
Time Management	Physics	0.211009
Time Management	Production and Processing	0.314985
Time Management	Psychology	0.577982
Time Management	Public Safety and Security	0.353659
Time Management	Sales and Marketing	0.571865
Time Management	Sociology and Anthropology	0.513761
Time Management	Telecommunications	0.388379
Time Management	Therapy and Counseling	0.422018
Time Management	Transportation	0.290520
Time Management	Analyzing Data or Information	0.584098
Time Management	Assisting and Caring for Others	0.504587
Time Management	Coaching and Developing Others	0.587156
Time Management	Communicating with Persons Outside Organization	0.673352
Time Management	Communicating with Supervisors, Peers, or Subordinates	0.697248
Time Management	Controlling Machines and Processes	0.192661
Time Management	Coordinating the Work and Activities of Others	0.621622
Time Management	Developing Objectives and Strategies	0.617737
Time Management	Developing and Building Teams	0.611621
Time Management	Documenting/Recording Information	0.595989
Time Management	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.211009
Time Management	Establishing and Maintaining Interpersonal Relationships	0.730887
Time Management	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.420732
Time Management	Evaluating Information to Determine Compliance with Standards	0.522796
Time Management	Getting Information	0.688073
Time Management	Guiding, Directing, and Motivating Subordinates	0.559633
Time Management	Handling and Moving Objects	0.276056
Time Management	Identifying Objects, Actions, and Events	0.596330
Time Management	Inspecting Equipment, Structures, or Material	0.244565
Time Management	Interacting With Computers	0.644776
Time Management	Interpreting the Meaning of Information for Others	0.608563
Time Management	Judging the Qualities of Things, Services, or People	0.603659
Time Management	Making Decisions and Solving Problems	0.626911
Time Management	Monitor Processes, Materials, or Surroundings	0.436364
Time Management	Monitoring and Controlling Resources	0.495413
Time Management	Operating Vehicles, Mechanized Devices, or Equipment	0.149847
Time Management	Organizing, Planning, and Prioritizing Work	0.752294
Time Management	Performing Administrative Activities	0.675841
Time Management	Performing General Physical Activities	0.266854
Time Management	Performing for or Working Directly with the Public	0.626822
Time Management	Processing Information	0.614679
Time Management	Provide Consultation and Advice to Others	0.577982
Time Management	Repairing and Maintaining Electronic Equipment	0.201835
Time Management	Repairing and Maintaining Mechanical Equipment	0.168196
Time Management	Resolving Conflicts and Negotiating with Others	0.657492
Time Management	Scheduling Work and Activities	0.672783
Time Management	Selling or Influencing Others	0.556575
Time Management	Staffing Organizational Units	0.525994
Time Management	Thinking Creatively	0.620795
Time Management	Training and Teaching Others	0.568807
Time Management	Updating and Using Relevant Knowledge	0.657492
Troubleshooting	Writing	0.164134
Troubleshooting	Arm-Hand Steadiness	0.708333
Troubleshooting	Auditory Attention	0.705167
Troubleshooting	Category Flexibility	0.353623
Troubleshooting	Control Precision	0.778689
Troubleshooting	Deductive Reasoning	0.221884
Troubleshooting	Depth Perception	0.760563
Troubleshooting	Dynamic Flexibility	0.589666
Troubleshooting	Dynamic Strength	0.700565
Troubleshooting	Explosive Strength	0.541033
Troubleshooting	Extent Flexibility	0.712676
Troubleshooting	Far Vision	0.516616
Troubleshooting	Finger Dexterity	0.713499
Troubleshooting	Flexibility of Closure	0.520710
Troubleshooting	Fluency of Ideas	0.185410
Troubleshooting	Glare Sensitivity	0.656535
Troubleshooting	Gross Body Coordination	0.685484
Troubleshooting	Gross Body Equilibrium	0.689970
Troubleshooting	Hearing Sensitivity	0.742424
Troubleshooting	Inductive Reasoning	0.240122
Troubleshooting	Information Ordering	0.421687
Troubleshooting	Manual Dexterity	0.718987
Troubleshooting	Mathematical Reasoning	0.297872
Troubleshooting	Memorization	0.316109
Troubleshooting	Multilimb Coordination	0.715762
Troubleshooting	Near Vision	0.392097
Troubleshooting	Night Vision	0.632219
Troubleshooting	Number Facility	0.379939
Troubleshooting	Oral Comprehension	0.206687
Troubleshooting	Oral Expression	0.191489
Troubleshooting	Originality	0.200608
Troubleshooting	Perceptual Speed	0.626781
Troubleshooting	Peripheral Vision	0.607903
Troubleshooting	Problem Sensitivity	0.288754
Troubleshooting	Rate Control	0.793313
Troubleshooting	Reaction Time	0.779070
Troubleshooting	Response Orientation	0.771930
Troubleshooting	Selective Attention	0.562130
Troubleshooting	Sound Localization	0.626140
Troubleshooting	Spatial Orientation	0.638298
Troubleshooting	Speech Clarity	0.127660
Troubleshooting	Speech Recognition	0.155015
Troubleshooting	Speed of Closure	0.389381
Troubleshooting	Speed of Limb Movement	0.724138
Troubleshooting	Stamina	0.682320
Troubleshooting	Static Strength	0.704918
Troubleshooting	Time Sharing	0.448378
Troubleshooting	Trunk Strength	0.662198
Troubleshooting	Visual Color Discrimination	0.720461
Troubleshooting	Visualization	0.735119
Troubleshooting	Wrist-Finger Speed	0.799410
Troubleshooting	Written Comprehension	0.261398
Troubleshooting	Written Expression	0.203647
Troubleshooting	Administration and Management	0.293051
Troubleshooting	Biology	0.252280
Troubleshooting	Building and Construction	0.574468
Troubleshooting	Chemistry	0.601824
Troubleshooting	Clerical	0.197568
Troubleshooting	Communications and Media	0.194529
Troubleshooting	Computers and Electronics	0.342342
Troubleshooting	Customer and Personal Service	0.272206
Troubleshooting	Design	0.620061
Troubleshooting	Economics and Accounting	0.218845
Troubleshooting	Education and Training	0.240122
Troubleshooting	Engineering and Technology	0.696049
Troubleshooting	English Language	0.179331
Troubleshooting	Fine Arts	0.151976
Troubleshooting	Food Production	0.231003
Troubleshooting	Foreign Language	0.234043
Troubleshooting	Geography	0.243161
Troubleshooting	History and Archeology	0.109422
Troubleshooting	Law and Government	0.252280
Troubleshooting	Mathematical Reasoning	0.382979
Troubleshooting	Mechanical	0.829787
Troubleshooting	Medicine and Dentistry	0.215805
Troubleshooting	Personnel and Human Resources	0.200608
Troubleshooting	Philosophy and Theology	0.121581
Troubleshooting	Physics	0.629179
Troubleshooting	Production and Processing	0.686930
Troubleshooting	Psychology	0.158055
Troubleshooting	Public Safety and Security	0.550152
Troubleshooting	Sales and Marketing	0.313070
Troubleshooting	Sociology and Anthropology	0.112462
Troubleshooting	Telecommunications	0.398176
Troubleshooting	Therapy and Counseling	0.142857
Troubleshooting	Transportation	0.474164
Troubleshooting	Analyzing Data or Information	0.255319
Troubleshooting	Assisting and Caring for Others	0.249240
Troubleshooting	Coaching and Developing Others	0.237082
Troubleshooting	Communicating with Persons Outside Organization	0.183381
Troubleshooting	Communicating with Supervisors, Peers, or Subordinates	0.255319
Troubleshooting	Controlling Machines and Processes	0.826748
Troubleshooting	Coordinating the Work and Activities of Others	0.330330
Troubleshooting	Developing Objectives and Strategies	0.203647
Troubleshooting	Developing and Building Teams	0.303951
Troubleshooting	Documenting/Recording Information	0.326648
Troubleshooting	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.677812
Troubleshooting	Establishing and Maintaining Interpersonal Relationships	0.179331
Troubleshooting	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.562310
Troubleshooting	Evaluating Information to Determine Compliance with Standards	0.389058
Troubleshooting	Getting Information	0.218845
Troubleshooting	Guiding, Directing, and Motivating Subordinates	0.297872
Troubleshooting	Handling and Moving Objects	0.732394
Troubleshooting	Identifying Objects, Actions, and Events	0.334347
Troubleshooting	Inspecting Equipment, Structures, or Material	0.788043
Troubleshooting	Interacting With Computers	0.331343
Troubleshooting	Interpreting the Meaning of Information for Others	0.218845
Troubleshooting	Judging the Qualities of Things, Services, or People	0.325228
Troubleshooting	Making Decisions and Solving Problems	0.264438
Troubleshooting	Monitor Processes, Materials, or Surroundings	0.545455
Troubleshooting	Monitoring and Controlling Resources	0.322188
Troubleshooting	Operating Vehicles, Mechanized Devices, or Equipment	0.665653
Troubleshooting	Organizing, Planning, and Prioritizing Work	0.167173
Troubleshooting	Performing Administrative Activities	0.191489
Troubleshooting	Performing General Physical Activities	0.685393
Troubleshooting	Performing for or Working Directly with the Public	0.256560
Troubleshooting	Processing Information	0.285714
Troubleshooting	Provide Consultation and Advice to Others	0.243161
Troubleshooting	Repairing and Maintaining Electronic Equipment	0.744681
Troubleshooting	Repairing and Maintaining Mechanical Equipment	0.808511
Troubleshooting	Resolving Conflicts and Negotiating with Others	0.155015
Troubleshooting	Scheduling Work and Activities	0.285714
Troubleshooting	Selling or Influencing Others	0.258359
Troubleshooting	Staffing Organizational Units	0.237082
Troubleshooting	Thinking Creatively	0.258359
Troubleshooting	Training and Teaching Others	0.316109
Troubleshooting	Updating and Using Relevant Knowledge	0.319149
Writing	Arm-Hand Steadiness	0.196078
Writing	Auditory Attention	0.207317
Writing	Category Flexibility	0.643478
Writing	Control Precision	0.125683
Writing	Deductive Reasoning	0.781646
Writing	Depth Perception	0.129577
Writing	Dynamic Flexibility	0.086817
Writing	Dynamic Strength	0.138418
Writing	Explosive Strength	0.128617
Writing	Extent Flexibility	0.143662
Writing	Far Vision	0.377644
Writing	Finger Dexterity	0.225895
Writing	Flexibility of Closure	0.452663
Writing	Fluency of Ideas	0.790997
Writing	Glare Sensitivity	0.125402
Writing	Gross Body Coordination	0.180108
Writing	Gross Body Equilibrium	0.155763
Writing	Hearing Sensitivity	0.203030
Writing	Inductive Reasoning	0.768025
Writing	Information Ordering	0.566265
Writing	Manual Dexterity	0.169620
Writing	Mathematical Reasoning	0.662379
Writing	Memorization	0.670732
Writing	Multilimb Coordination	0.147287
Writing	Near Vision	0.552716
Writing	Night Vision	0.112540
Writing	Number Facility	0.619048
Writing	Oral Comprehension	0.772586
Writing	Oral Expression	0.821538
Writing	Originality	0.789308
Writing	Perceptual Speed	0.321937
Writing	Peripheral Vision	0.102894
Writing	Problem Sensitivity	0.684375
Writing	Rate Control	0.059006
Writing	Reaction Time	0.098837
Writing	Response Orientation	0.102339
Writing	Selective Attention	0.349112
Writing	Sound Localization	0.099678
Writing	Spatial Orientation	0.138264
Writing	Speech Clarity	0.752412
Writing	Speech Recognition	0.694534
Writing	Speed of Closure	0.557522
Writing	Speed of Limb Movement	0.143678
Writing	Stamina	0.174033
Writing	Static Strength	0.153005
Writing	Time Sharing	0.421829
Writing	Trunk Strength	0.201072
Writing	Visual Color Discrimination	0.239193
Writing	Visualization	0.229167
Writing	Wrist-Finger Speed	0.126844
Writing	Written Comprehension	0.798165
Writing	Written Expression	0.887147
Writing	Administration and Management	0.667674
Writing	Biology	0.360129
Writing	Building and Construction	0.183280
Writing	Chemistry	0.305466
Writing	Clerical	0.778135
Writing	Communications and Media	0.762058
Writing	Computers and Electronics	0.729730
Writing	Customer and Personal Service	0.624642
Writing	Design	0.263666
Writing	Economics and Accounting	0.565916
Writing	Education and Training	0.588424
Writing	Engineering and Technology	0.244373
Writing	English Language	0.840125
Writing	Fine Arts	0.337621
Writing	Food Production	0.282958
Writing	Foreign Language	0.591640
Writing	Geography	0.514469
Writing	History and Archeology	0.498392
Writing	Law and Government	0.643087
Writing	Mathematical Reasoning	0.601286
Writing	Mechanical	0.151899
Writing	Medicine and Dentistry	0.353698
Writing	Personnel and Human Resources	0.627010
Writing	Philosophy and Theology	0.553055
Writing	Physics	0.266881
Writing	Production and Processing	0.267516
Writing	Psychology	0.617363
Writing	Public Safety and Security	0.341463
Writing	Sales and Marketing	0.572347
Writing	Sociology and Anthropology	0.540193
Writing	Telecommunications	0.424437
Writing	Therapy and Counseling	0.450161
Writing	Transportation	0.286174
Writing	Analyzing Data or Information	0.707395
Writing	Assisting and Caring for Others	0.501608
Writing	Coaching and Developing Others	0.601286
Writing	Communicating with Persons Outside Organization	0.736390
Writing	Communicating with Supervisors, Peers, or Subordinates	0.755486
