O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
21-1021.00	3.A.1	Related Work Experience	RW	8	1.16	29	0.96	0.21	6.06	N	06/2009	Incumbent
21-1021.00	3.A.1	Related Work Experience	RW	9	0.00	29	0.00	n/a	n/a	N	06/2009	Incumbent
21-1021.00	3.A.1	Related Work Experience	RW	10	11.62	29	8.14	2.53	40.00	N	06/2009	Incumbent
21-1021.00	3.A.1	Related Work Experience	RW	11	0.00	29	0.00	n/a	n/a	N	06/2009	Incumbent
21-1021.00	3.A.2	On-Site or In-Plant Training	PT	1	4.09	27	3.29	0.76	19.25	N	06/2009	Incumbent
21-1021.00	3.A.2	On-Site or In-Plant Training	PT	2	24.64	27	8.88	10.90	46.64	N	06/2009	Incumbent
21-1021.00	3.A.2	On-Site or In-Plant Training	PT	3	20.10	27	11.27	5.61	51.55	N	06/2009	Incumbent
21-1021.00	3.A.2	On-Site or In-Plant Training	PT	4	7.52	27	5.81	1.44	31.20	N	06/2009	Incumbent
21-1021.00	3.A.2	On-Site or In-Plant Training	PT	5	15.97	27	10.39	3.73	48.27	N	06/2009	Incumbent
21-1021.00	3.A.2	On-Site or In-Plant Training	PT	6	12.16	27	8.37	2.69	40.94	N	06/2009	Incumbent
21-1021.00	3.A.2	On-Site or In-Plant Training	PT	7	15.51	27	8.14	4.87	39.70	N	06/2009	Incumbent
21-1021.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	27	0.00	n/a	n/a	N	06/2009	Incumbent
21-1021.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	27	0.00	n/a	n/a	N	06/2009	Incumbent
21-1021.00	3.A.3	On-the-Job Training	OJ	1	14.35	30	7.82	4.36	38.11	N	06/2009	Incumbent
21-1021.00	3.A.3	On-the-Job Training	OJ	2	11.02	30	7.21	2.68	35.79	N	06/2009	Incumbent
21-1021.00	3.A.3	On-the-Job Training	OJ	3	21.59	30	10.77	6.97	50.30	N	06/2009	Incumbent
21-1021.00	3.A.3	On-the-Job Training	OJ	4	8.43	30	5.93	1.87	30.71	N	06/2009	Incumbent
21-1021.00	3.A.3	On-the-Job Training	OJ	5	6.60	30	5.46	1.14	30.20	N	06/2009	Incumbent
21-1021.00	3.A.3	On-the-Job Training	OJ	6	14.80	30	9.78	3.43	45.91	N	06/2009	Incumbent
21-1021.00	3.A.3	On-the-Job Training	OJ	7	23.21	30	16.26	4.47	66.14	N	06/2009	Incumbent
21-1021.00	3.A.3	On-the-Job Training	OJ	8	0.00	30	0.00	n/a	n/a	N	06/2009	Incumbent
21-1021.00	3.A.3	On-the-Job Training	OJ	9	0.00	30	0.00	n/a	n/a	N	06/2009	Incumbent
21-1022.00	2.D.1	Required Level of Education	RL	1	0.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	2.D.1	Required Level of Education	RL	2	0.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	2.D.1	Required Level of Education	RL	3	0.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	2.D.1	Required Level of Education	RL	4	0.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	2.D.1	Required Level of Education	RL	5	0.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	2.D.1	Required Level of Education	RL	6	0.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	2.D.1	Required Level of Education	RL	7	4.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	2.D.1	Required Level of Education	RL	8	92.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	2.D.1	Required Level of Education	RL	9	4.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	2.D.1	Required Level of Education	RL	10	0.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	2.D.1	Required Level of Education	RL	11	0.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	2.D.1	Required Level of Education	RL	12	0.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.1	Related Work Experience	RW	1	8.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.1	Related Work Experience	RW	2	0.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.1	Related Work Experience	RW	3	0.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.1	Related Work Experience	RW	4	0.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.1	Related Work Experience	RW	5	8.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.1	Related Work Experience	RW	6	48.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.1	Related Work Experience	RW	7	24.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.1	Related Work Experience	RW	8	4.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.1	Related Work Experience	RW	9	8.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.1	Related Work Experience	RW	10	0.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.1	Related Work Experience	RW	11	0.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.2	On-Site or In-Plant Training	PT	1	8.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.2	On-Site or In-Plant Training	PT	2	40.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.2	On-Site or In-Plant Training	PT	3	12.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.2	On-Site or In-Plant Training	PT	4	20.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.2	On-Site or In-Plant Training	PT	5	20.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.2	On-Site or In-Plant Training	PT	6	0.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.3	On-the-Job Training	OJ	1	4.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.3	On-the-Job Training	OJ	2	12.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.3	On-the-Job Training	OJ	3	32.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.3	On-the-Job Training	OJ	4	20.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.3	On-the-Job Training	OJ	5	20.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.3	On-the-Job Training	OJ	6	12.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.3	On-the-Job Training	OJ	7	0.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.3	On-the-Job Training	OJ	8	0.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1022.00	3.A.3	On-the-Job Training	OJ	9	0.00	25	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
21-1023.00	2.D.1	Required Level of Education	RL	1	0.00	40	0.00	n/a	n/a	N	07/2013	Incumbent
21-1023.00	2.D.1	Required Level of Education	RL	2	3.55	40	3.55	0.45	23.01	N	07/2013	Incumbent
21-1023.00	2.D.1	Required Level of Education	RL	3	4.30	40	4.16	0.58	25.78	N	07/2013	Incumbent
21-1023.00	2.D.1	Required Level of Education	RL	4	0.00	40	0.00	n/a	n/a	N	07/2013	Incumbent
21-1023.00	2.D.1	Required Level of Education	RL	5	3.05	40	3.14	0.37	21.24	N	07/2013	Incumbent
21-1023.00	2.D.1	Required Level of Education	RL	6	14.62	40	7.41	4.90	36.25	N	07/2013	Incumbent
21-1023.00	2.D.1	Required Level of Education	RL	7	1.25	40	0.97	0.26	5.80	N	07/2013	Incumbent
21-1023.00	2.D.1	Required Level of Education	RL	8	56.87	40	10.05	36.54	75.12	N	07/2013	Incumbent
21-1023.00	2.D.1	Required Level of Education	RL	9	14.95	40	9.82	3.55	45.60	N	07/2013	Incumbent
21-1023.00	2.D.1	Required Level of Education	RL	10	0.00	40	0.00	n/a	n/a	N	07/2013	Incumbent
21-1023.00	2.D.1	Required Level of Education	RL	11	1.41	40	0.83	0.42	4.56	N	07/2013	Incumbent
21-1023.00	2.D.1	Required Level of Education	RL	12	0.00	40	0.00	n/a	n/a	N	07/2013	Incumbent
21-1023.00	3.A.1	Related Work Experience	RW	1	6.01	40	4.32	1.34	23.09	N	07/2013	Incumbent
21-1023.00	3.A.1	Related Work Experience	RW	2	0.00	40	0.00	n/a	n/a	N	07/2013	Incumbent
21-1023.00	3.A.1	Related Work Experience	RW	3	0.00	40	0.00	n/a	n/a	N	07/2013	Incumbent
21-1023.00	3.A.1	Related Work Experience	RW	4	3.57	40	3.17	0.57	19.22	N	07/2013	Incumbent
21-1023.00	3.A.1	Related Work Experience	RW	5	12.09	40	6.04	4.17	30.26	N	07/2013	Incumbent
21-1023.00	3.A.1	Related Work Experience	RW	6	38.46	40	6.12	27.03	51.32	N	07/2013	Incumbent
21-1023.00	3.A.1	Related Work Experience	RW	7	33.32	40	9.21	17.77	53.61	N	07/2013	Incumbent
21-1023.00	3.A.1	Related Work Experience	RW	8	5.00	40	4.54	0.76	26.67	N	07/2013	Incumbent
21-1023.00	3.A.1	Related Work Experience	RW	9	0.00	40	0.00	n/a	n/a	N	07/2013	Incumbent
21-1023.00	3.A.1	Related Work Experience	RW	10	0.00	40	0.00	n/a	n/a	N	07/2013	Incumbent
21-1023.00	3.A.1	Related Work Experience	RW	11	1.55	40	1.33	0.27	8.43	N	07/2013	Incumbent
21-1023.00	3.A.2	On-Site or In-Plant Training	PT	1	29.63	39	12.53	11.09	58.69	N	07/2013	Incumbent
21-1023.00	3.A.2	On-Site or In-Plant Training	PT	2	29.42	39	8.39	15.54	48.56	N	07/2013	Incumbent
21-1023.00	3.A.2	On-Site or In-Plant Training	PT	3	17.89	39	8.26	6.52	40.50	N	07/2013	Incumbent
21-1023.00	3.A.2	On-Site or In-Plant Training	PT	4	11.08	39	6.68	3.06	32.95	N	07/2013	Incumbent
21-1023.00	3.A.2	On-Site or In-Plant Training	PT	5	11.17	39	5.97	3.59	29.81	N	07/2013	Incumbent
21-1023.00	3.A.2	On-Site or In-Plant Training	PT	6	0.82	39	0.84	0.10	6.30	N	07/2013	Incumbent
21-1023.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	39	0.00	n/a	n/a	N	07/2013	Incumbent
21-1023.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	39	0.00	n/a	n/a	N	07/2013	Incumbent
21-1023.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	39	0.00	n/a	n/a	N	07/2013	Incumbent
21-1023.00	3.A.3	On-the-Job Training	OJ	1	6.12	39	3.22	2.05	16.87	N	07/2013	Incumbent
21-1023.00	3.A.3	On-the-Job Training	OJ	2	25.52	39	8.03	12.71	44.63	N	07/2013	Incumbent
21-1023.00	3.A.3	On-the-Job Training	OJ	3	35.84	39	13.17	14.91	64.03	N	07/2013	Incumbent
21-1023.00	3.A.3	On-the-Job Training	OJ	4	15.64	39	7.98	5.17	38.68	N	07/2013	Incumbent
21-1023.00	3.A.3	On-the-Job Training	OJ	5	11.94	39	5.97	4.12	29.96	N	07/2013	Incumbent
21-1023.00	3.A.3	On-the-Job Training	OJ	6	0.00	39	0.00	n/a	n/a	N	07/2013	Incumbent
21-1023.00	3.A.3	On-the-Job Training	OJ	7	0.00	39	0.00	n/a	n/a	N	07/2013	Incumbent
21-1023.00	3.A.3	On-the-Job Training	OJ	8	0.00	39	0.00	n/a	n/a	N	07/2013	Incumbent
21-1023.00	3.A.3	On-the-Job Training	OJ	9	4.95	39	4.92	0.62	30.15	N	07/2013	Incumbent
21-1091.00	2.D.1	Required Level of Education	RL	1	0.00	29	0.00	n/a	n/a	N	07/2012	Incumbent
21-1091.00	2.D.1	Required Level of Education	RL	2	0.71	29	0.75	0.08	5.93	N	07/2012	Incumbent
21-1091.00	2.D.1	Required Level of Education	RL	3	0.71	29	0.75	0.08	5.93	N	07/2012	Incumbent
21-1091.00	2.D.1	Required Level of Education	RL	4	2.53	29	2.44	0.34	16.49	N	07/2012	Incumbent
21-1091.00	2.D.1	Required Level of Education	RL	5	7.28	29	6.07	1.23	33.14	N	07/2012	Incumbent
21-1091.00	2.D.1	Required Level of Education	RL	6	42.49	29	19.82	12.30	79.56	Y	07/2012	Incumbent
21-1091.00	2.D.1	Required Level of Education	RL	7	0.00	29	0.00	n/a	n/a	N	07/2012	Incumbent
21-1091.00	2.D.1	Required Level of Education	RL	8	33.01	29	12.33	13.59	60.69	N	07/2012	Incumbent
21-1091.00	2.D.1	Required Level of Education	RL	9	13.28	29	10.57	2.28	50.09	N	07/2012	Incumbent
21-1091.00	2.D.1	Required Level of Education	RL	10	0.00	29	0.00	n/a	n/a	N	07/2012	Incumbent
21-1091.00	2.D.1	Required Level of Education	RL	11	0.00	29	0.00	n/a	n/a	N	07/2012	Incumbent
21-1091.00	2.D.1	Required Level of Education	RL	12	0.00	29	0.00	n/a	n/a	N	07/2012	Incumbent
21-1091.00	3.A.1	Related Work Experience	RW	1	1.99	29	1.68	0.34	10.65	N	07/2012	Incumbent
21-1091.00	3.A.1	Related Work Experience	RW	2	0.00	29	0.00	n/a	n/a	N	07/2012	Incumbent
21-1091.00	3.A.1	Related Work Experience	RW	3	1.02	29	1.08	0.11	8.49	N	07/2012	Incumbent
21-1091.00	3.A.1	Related Work Experience	RW	4	0.00	29	0.00	n/a	n/a	N	07/2012	Incumbent
21-1091.00	3.A.1	Related Work Experience	RW	5	0.00	29	0.00	n/a	n/a	N	07/2012	Incumbent
21-1091.00	3.A.1	Related Work Experience	RW	6	36.97	29	12.56	16.28	63.88	N	07/2012	Incumbent
21-1091.00	3.A.1	Related Work Experience	RW	7	14.07	29	7.60	4.32	37.25	N	07/2012	Incumbent
21-1091.00	3.A.1	Related Work Experience	RW	8	45.96	29	14.87	19.97	74.35	N	07/2012	Incumbent
21-1091.00	3.A.1	Related Work Experience	RW	9	0.00	29	0.00	n/a	n/a	N	07/2012	Incumbent
21-1091.00	3.A.1	Related Work Experience	RW	10	0.00	29	0.00	n/a	n/a	N	07/2012	Incumbent
21-1091.00	3.A.1	Related Work Experience	RW	11	0.00	29	0.00	n/a	n/a	N	07/2012	Incumbent
21-1091.00	3.A.2	On-Site or In-Plant Training	PT	1	5.01	29	4.12	0.89	23.70	N	07/2012	Incumbent
21-1091.00	3.A.2	On-Site or In-Plant Training	PT	2	3.54	29	2.78	0.69	16.29	N	07/2012	Incumbent
21-1091.00	3.A.2	On-Site or In-Plant Training	PT	3	32.32	29	11.03	14.52	57.30	N	07/2012	Incumbent
21-1091.00	3.A.2	On-Site or In-Plant Training	PT	4	31.74	29	11.22	13.86	57.32	N	07/2012	Incumbent
21-1091.00	3.A.2	On-Site or In-Plant Training	PT	5	1.08	29	0.69	0.29	3.96	N	07/2012	Incumbent
21-1091.00	3.A.2	On-Site or In-Plant Training	PT	6	0.00	29	0.00	n/a	n/a	N	07/2012	Incumbent
21-1091.00	3.A.2	On-Site or In-Plant Training	PT	7	26.32	29	20.75	3.84	76.18	Y	07/2012	Incumbent
21-1091.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	29	0.00	n/a	n/a	N	07/2012	Incumbent
21-1091.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	29	0.00	n/a	n/a	N	07/2012	Incumbent
21-1091.00	3.A.3	On-the-Job Training	OJ	1	0.00	28	0.00	n/a	n/a	N	07/2012	Incumbent
21-1091.00	3.A.3	On-the-Job Training	OJ	2	18.34	28	11.03	4.72	50.45	N	07/2012	Incumbent
21-1091.00	3.A.3	On-the-Job Training	OJ	3	28.43	28	14.13	8.72	62.28	N	07/2012	Incumbent
21-1091.00	3.A.3	On-the-Job Training	OJ	4	8.83	28	5.74	2.19	29.49	N	07/2012	Incumbent
21-1091.00	3.A.3	On-the-Job Training	OJ	5	16.12	28	10.65	3.68	49.18	N	07/2012	Incumbent
21-1091.00	3.A.3	On-the-Job Training	OJ	6	0.98	28	0.85	0.16	5.67	N	07/2012	Incumbent
21-1091.00	3.A.3	On-the-Job Training	OJ	7	27.30	28	21.35	3.96	77.35	Y	07/2012	Incumbent
21-1091.00	3.A.3	On-the-Job Training	OJ	8	0.00	28	0.00	n/a	n/a	N	07/2012	Incumbent
21-1091.00	3.A.3	On-the-Job Training	OJ	9	0.00	28	0.00	n/a	n/a	N	07/2012	Incumbent
21-1092.00	2.D.1	Required Level of Education	RL	1	0.00	41	0.00	n/a	n/a	N	07/2011	Incumbent
21-1092.00	2.D.1	Required Level of Education	RL	2	0.38	41	0.39	0.05	3.02	N	07/2011	Incumbent
21-1092.00	2.D.1	Required Level of Education	RL	3	0.00	41	0.00	n/a	n/a	N	07/2011	Incumbent
21-1092.00	2.D.1	Required Level of Education	RL	4	6.72	41	4.44	1.69	23.15	N	07/2011	Incumbent
21-1092.00	2.D.1	Required Level of Education	RL	5	0.00	41	0.00	n/a	n/a	N	07/2011	Incumbent
21-1092.00	2.D.1	Required Level of Education	RL	6	86.41	41	5.93	69.63	94.63	N	07/2011	Incumbent
21-1092.00	2.D.1	Required Level of Education	RL	7	0.00	41	0.00	n/a	n/a	N	07/2011	Incumbent
21-1092.00	2.D.1	Required Level of Education	RL	8	6.50	41	4.47	1.55	23.51	N	07/2011	Incumbent
21-1092.00	2.D.1	Required Level of Education	RL	9	0.00	41	0.00	n/a	n/a	N	07/2011	Incumbent
21-1092.00	2.D.1	Required Level of Education	RL	10	0.00	41	0.00	n/a	n/a	N	07/2011	Incumbent
21-1092.00	2.D.1	Required Level of Education	RL	11	0.00	41	0.00	n/a	n/a	N	07/2011	Incumbent
21-1092.00	2.D.1	Required Level of Education	RL	12	0.00	41	0.00	n/a	n/a	N	07/2011	Incumbent
21-1092.00	3.A.1	Related Work Experience	RW	1	21.59	41	9.74	7.93	46.82	N	07/2011	Incumbent
21-1092.00	3.A.1	Related Work Experience	RW	2	0.00	41	0.00	n/a	n/a	N	07/2011	Incumbent
21-1092.00	3.A.1	Related Work Experience	RW	3	0.00	41	0.00	n/a	n/a	N	07/2011	Incumbent
21-1092.00	3.A.1	Related Work Experience	RW	4	3.23	41	3.01	0.47	18.98	N	07/2011	Incumbent
21-1092.00	3.A.1	Related Work Experience	RW	5	11.59	41	6.22	3.70	30.88	N	07/2011	Incumbent
21-1092.00	3.A.1	Related Work Experience	RW	6	36.83	41	7.48	23.35	52.75	N	07/2011	Incumbent
21-1092.00	3.A.1	Related Work Experience	RW	7	22.02	41	6.81	11.24	38.64	N	07/2011	Incumbent
21-1092.00	3.A.1	Related Work Experience	RW	8	4.74	41	4.25	0.74	25.03	N	07/2011	Incumbent
21-1092.00	3.A.1	Related Work Experience	RW	9	0.00	41	0.00	n/a	n/a	N	07/2011	Incumbent
21-1092.00	3.A.1	Related Work Experience	RW	10	0.00	41	0.00	n/a	n/a	N	07/2011	Incumbent
21-1092.00	3.A.1	Related Work Experience	RW	11	0.00	41	0.00	n/a	n/a	N	07/2011	Incumbent
21-1092.00	3.A.2	On-Site or In-Plant Training	PT	1	13.35	41	5.66	5.42	29.28	N	07/2011	Incumbent
21-1092.00	3.A.2	On-Site or In-Plant Training	PT	2	13.33	41	6.99	4.34	34.31	N	07/2011	Incumbent
21-1092.00	3.A.2	On-Site or In-Plant Training	PT	3	21.65	41	9.05	8.60	44.81	N	07/2011	Incumbent
21-1092.00	3.A.2	On-Site or In-Plant Training	PT	4	16.30	41	6.81	6.63	34.83	N	07/2011	Incumbent
21-1092.00	3.A.2	On-Site or In-Plant Training	PT	5	22.35	41	9.53	8.66	46.63	N	07/2011	Incumbent
21-1092.00	3.A.2	On-Site or In-Plant Training	PT	6	13.01	41	5.14	5.64	27.24	N	07/2011	Incumbent
21-1092.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	41	0.00	n/a	n/a	N	07/2011	Incumbent
21-1092.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	41	0.00	n/a	n/a	N	07/2011	Incumbent
21-1092.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	41	0.00	n/a	n/a	N	07/2011	Incumbent
21-1092.00	3.A.3	On-the-Job Training	OJ	1	5.00	41	4.16	0.89	23.61	N	07/2011	Incumbent
21-1092.00	3.A.3	On-the-Job Training	OJ	2	5.16	41	4.51	0.84	25.96	N	07/2011	Incumbent
21-1092.00	3.A.3	On-the-Job Training	OJ	3	22.95	41	9.69	8.96	47.41	N	07/2011	Incumbent
21-1092.00	3.A.3	On-the-Job Training	OJ	4	15.41	41	7.10	5.71	35.41	N	07/2011	Incumbent
21-1092.00	3.A.3	On-the-Job Training	OJ	5	26.05	41	9.16	11.87	47.96	N	07/2011	Incumbent
21-1092.00	3.A.3	On-the-Job Training	OJ	6	20.68	41	5.86	11.24	34.92	N	07/2011	Incumbent
21-1092.00	3.A.3	On-the-Job Training	OJ	7	0.00	41	0.00	n/a	n/a	N	07/2011	Incumbent
21-1092.00	3.A.3	On-the-Job Training	OJ	8	4.74	41	4.25	0.74	25.03	N	07/2011	Incumbent
21-1092.00	3.A.3	On-the-Job Training	OJ	9	0.00	41	0.00	n/a	n/a	N	07/2011	Incumbent
21-1093.00	2.D.1	Required Level of Education	RL	1	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
21-1093.00	2.D.1	Required Level of Education	RL	2	22.03	38	14.04	5.12	59.69	N	07/2013	Incumbent
21-1093.00	2.D.1	Required Level of Education	RL	3	1.32	38	1.17	0.21	7.66	N	07/2013	Incumbent
21-1093.00	2.D.1	Required Level of Education	RL	4	5.86	38	4.76	1.07	26.38	N	07/2013	Incumbent
21-1093.00	2.D.1	Required Level of Education	RL	5	12.54	38	9.73	2.32	46.38	N	07/2013	Incumbent
21-1093.00	2.D.1	Required Level of Education	RL	6	26.96	38	11.63	10.04	54.99	N	07/2013	Incumbent
21-1093.00	2.D.1	Required Level of Education	RL	7	0.91	38	0.67	0.21	3.95	N	07/2013	Incumbent
21-1093.00	2.D.1	Required Level of Education	RL	8	18.19	38	9.53	5.73	44.87	N	07/2013	Incumbent
21-1093.00	2.D.1	Required Level of Education	RL	9	12.18	38	9.77	2.13	46.88	N	07/2013	Incumbent
21-1093.00	2.D.1	Required Level of Education	RL	10	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
21-1093.00	2.D.1	Required Level of Education	RL	11	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
21-1093.00	2.D.1	Required Level of Education	RL	12	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
21-1093.00	3.A.1	Related Work Experience	RW	1	37.44	38	7.66	23.57	53.73	N	07/2013	Incumbent
21-1093.00	3.A.1	Related Work Experience	RW	2	0.40	38	0.42	0.05	3.34	N	07/2013	Incumbent
21-1093.00	3.A.1	Related Work Experience	RW	3	3.11	38	3.23	0.36	22.02	N	07/2013	Incumbent
21-1093.00	3.A.1	Related Work Experience	RW	4	0.40	38	0.42	0.05	3.34	N	07/2013	Incumbent
21-1093.00	3.A.1	Related Work Experience	RW	5	14.10	38	9.44	3.27	44.32	N	07/2013	Incumbent
21-1093.00	3.A.1	Related Work Experience	RW	6	21.05	38	10.45	6.94	48.80	N	07/2013	Incumbent
21-1093.00	3.A.1	Related Work Experience	RW	7	19.89	38	9.57	6.85	45.62	N	07/2013	Incumbent
21-1093.00	3.A.1	Related Work Experience	RW	8	3.62	38	3.54	0.48	22.70	N	07/2013	Incumbent
21-1093.00	3.A.1	Related Work Experience	RW	9	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
21-1093.00	3.A.1	Related Work Experience	RW	10	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
21-1093.00	3.A.1	Related Work Experience	RW	11	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
21-1093.00	3.A.2	On-Site or In-Plant Training	PT	1	13.00	38	5.71	5.10	29.35	N	07/2013	Incumbent
21-1093.00	3.A.2	On-Site or In-Plant Training	PT	2	42.47	38	10.04	24.30	62.92	N	07/2013	Incumbent
21-1093.00	3.A.2	On-Site or In-Plant Training	PT	3	25.35	38	10.29	10.14	50.53	N	07/2013	Incumbent
21-1093.00	3.A.2	On-Site or In-Plant Training	PT	4	11.78	38	7.43	3.04	36.23	N	07/2013	Incumbent
21-1093.00	3.A.2	On-Site or In-Plant Training	PT	5	0.36	38	0.38	0.04	2.99	N	07/2013	Incumbent
21-1093.00	3.A.2	On-Site or In-Plant Training	PT	6	3.67	38	2.98	0.69	17.37	N	07/2013	Incumbent
21-1093.00	3.A.2	On-Site or In-Plant Training	PT	7	3.38	38	3.51	0.40	23.58	N	07/2013	Incumbent
21-1093.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
21-1093.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
21-1093.00	3.A.3	On-the-Job Training	OJ	1	0.52	38	0.55	0.06	4.36	N	07/2013	Incumbent
21-1093.00	3.A.3	On-the-Job Training	OJ	2	40.68	38	7.21	27.24	55.69	N	07/2013	Incumbent
21-1093.00	3.A.3	On-the-Job Training	OJ	3	12.99	38	5.55	5.23	28.77	N	07/2013	Incumbent
21-1093.00	3.A.3	On-the-Job Training	OJ	4	31.22	38	7.60	18.14	48.18	N	07/2013	Incumbent
21-1093.00	3.A.3	On-the-Job Training	OJ	5	10.31	38	7.15	2.34	35.53	N	07/2013	Incumbent
21-1093.00	3.A.3	On-the-Job Training	OJ	6	3.15	38	2.86	0.48	17.88	N	07/2013	Incumbent
21-1093.00	3.A.3	On-the-Job Training	OJ	7	1.13	38	1.19	0.13	9.00	N	07/2013	Incumbent
21-1093.00	3.A.3	On-the-Job Training	OJ	8	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
21-1093.00	3.A.3	On-the-Job Training	OJ	9	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
21-1094.00	2.D.1	Required Level of Education	RL	1	0.00	23	0.00	n/a	n/a	N	07/2013	Incumbent
21-1094.00	2.D.1	Required Level of Education	RL	2	7.49	23	5.61	1.49	30.24	N	07/2013	Incumbent
21-1094.00	2.D.1	Required Level of Education	RL	3	0.00	23	0.00	n/a	n/a	N	07/2013	Incumbent
21-1094.00	2.D.1	Required Level of Education	RL	4	2.63	23	2.03	0.52	12.25	N	07/2013	Incumbent
21-1094.00	2.D.1	Required Level of Education	RL	5	22.71	23	15.65	4.42	65.11	N	07/2013	Incumbent
21-1094.00	2.D.1	Required Level of Education	RL	6	51.88	23	28.27	9.33	91.86	Y	07/2013	Incumbent
21-1094.00	2.D.1	Required Level of Education	RL	7	0.00	23	0.00	n/a	n/a	N	07/2013	Incumbent
